entryURN,image
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon177,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2653,0.335,0.6336,0.0472"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon178,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2202,0.3696,0.5065,0.0305"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon179,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2292,0.387,0.4174,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon180,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2633,0.3974,0.6366,0.0596"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon181,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2142,0.4466,0.2322,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon182,"urn:cite:bnf:coislin345img.Coislin345_img51@0.4525,0.4515,0.2322,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon183,"urn:cite:bnf:coislin345img.Coislin345_img51@0.6957,0.4563,0.2322,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon184,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2182,0.4639,0.3183,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon185,"urn:cite:bnf:coislin345img.Coislin345_img51@0.5445,0.4723,0.2613,0.0298"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon186,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2222,0.4896,0.5586,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon187,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2212,0.5021,0.4815,0.0284"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon188,"urn:cite:bnf:coislin345img.Coislin345_img51@0.7147,0.5097,0.2022,0.0347"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon187b,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2222,0.5257,0.2743,0.0284"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon189,"urn:cite:bnf:coislin345img.Coislin345_img51@0.5125,0.5264,0.4104,0.0444"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon190,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2142,0.5423,0.3123,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon191,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2112,0.5596,0.4585,0.0326"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon192,"urn:cite:bnf:coislin345img.Coislin345_img51@0.6667,0.5666,0.2122,0.0305"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon193,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2152,0.5756,0.3003,0.0305"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon194,"urn:cite:bnf:coislin345img.Coislin345_img51@0.5235,0.5853,0.3413,0.027"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon195,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2132,0.5978,0.2693,0.027"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon196,"urn:cite:bnf:coislin345img.Coislin345_img51@0.4855,0.6012,0.4284,0.0333"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon197,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2082,0.6207,0.1602,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon198,"urn:cite:bnf:coislin345img.Coislin345_img51@0.3724,0.62,0.2773,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon199,"urn:cite:bnf:coislin345img.Coislin345_img51@0.6496,0.6276,0.2372,0.0416"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon200,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2212,0.6359,0.2913,0.0319"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon201,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2082,0.6602,0.6907,0.0451"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon202,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2002,0.6963,0.6206,0.0312"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon203,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2152,0.7191,0.4645,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon204,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2112,0.7399,0.4154,0.0264"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon205,"urn:cite:bnf:coislin345img.Coislin345_img51@0.6386,0.7462,0.2262,0.025"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon206,"urn:cite:bnf:coislin345img.Coislin345_img51@0.2062,0.7607,0.6707,0.0381"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon207,"urn:cite:bnf:coislin345img.Coislin345_img51@0.6446,0.7809,0.2292,0.0264"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon208,"urn:cite:bnf:coislin345img.Coislin345_img51@0.1942,0.7933,0.3133,0.0347"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon209,"urn:cite:bnf:coislin345img.Coislin345_img51@0.5105,0.7989,0.3954,0.0333"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon210,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0711,0.1221,0.3213,0.0284"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon211,"urn:cite:bnf:coislin345img.Coislin345_img52@0.4074,0.1158,0.3083,0.025"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon212,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0681,0.1366,0.5706,0.0374"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon213,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0701,0.1644,0.4444,0.0284"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon214,"urn:cite:bnf:coislin345img.Coislin345_img52@0.1201,0.1519,0.6296,0.0603"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon215,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0771,0.2136,0.2553,0.0215"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon216,"urn:cite:bnf:coislin345img.Coislin345_img52@0.3393,0.1949,0.4124,0.0534"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon217,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0791,0.2261,0.4294,0.0298"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon218,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0731,0.2462,0.2432,0.025"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon219,"urn:cite:bnf:coislin345img.Coislin345_img52@0.3363,0.242,0.2392,0.0229"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon220,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0781,0.2601,0.5165,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon221,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0771,0.2739,0.6116,0.034"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon222,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0761,0.301,0.2242,0.0243"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon223,"urn:cite:bnf:coislin345img.Coislin345_img52@0.3273,0.2899,0.3564,0.0284"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon224,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0761,0.3121,0.4334,0.0312"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon225,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0791,0.3363,0.3283,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon226,"urn:cite:bnf:coislin345img.Coislin345_img52@0.4174,0.328,0.2583,0.0305"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon227,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0881,0.3523,0.4705,0.0333"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon228,"urn:cite:bnf:coislin345img.Coislin345_img52@0.5506,0.3454,0.1171,0.0264"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon229,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0871,0.3703,0.5125,0.0326"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon230,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0841,0.3883,0.3373,0.0333"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon231,"urn:cite:bnf:coislin345img.Coislin345_img52@0.4324,0.3856,0.2813,0.0312"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon232,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0871,0.4085,0.3544,0.0312"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon233,"urn:cite:bnf:coislin345img.Coislin345_img52@0.4354,0.4015,0.2873,0.0312"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon234,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0871,0.432,0.3133,0.0319"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon235,"urn:cite:bnf:coislin345img.Coislin345_img52@0.4154,0.4223,0.1922,0.0312"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon236,"urn:cite:bnf:coislin345img.Coislin345_img52@0.6096,0.4182,0.1962,0.0305"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon237,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0881,0.4501,0.2503,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon238,"urn:cite:bnf:coislin345img.Coislin345_img52@0.1451,0.4411,0.6436,0.0846"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon239,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0881,0.5208,0.4024,0.0305"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon240,"urn:cite:bnf:coislin345img.Coislin345_img52@0.1421,0.5139,0.6316,0.0742"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon241,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0981,0.5756,0.6837,0.0479"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon242,"urn:cite:bnf:coislin345img.Coislin345_img52@0.5626,0.5881,0.2352,0.052"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon243,"urn:cite:bnf:coislin345img.Coislin345_img52@0.1001,0.6165,0.4074,0.0312"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon244,"urn:cite:bnf:coislin345img.Coislin345_img52@0.0991,0.6304,0.6797,0.0562"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon245,"urn:cite:bnf:coislin345img.Coislin345_img52@0.1371,0.6533,0.6527,0.0687"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon246,"urn:cite:bnf:coislin345img.Coislin345_img52@0.1031,0.7157,0.4154,0.0243"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon247,"urn:cite:bnf:coislin345img.Coislin345_img52@0.1491,0.7108,0.6396,0.0492"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon248,"urn:cite:bnf:coislin345img.Coislin345_img52@0.1171,0.7434,0.6777,0.0374"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon249,"urn:cite:bnf:coislin345img.Coislin345_img52@0.1101,0.7691,0.3213,0.0333"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon250,"urn:cite:bnf:coislin345img.Coislin345_img52@0.4464,0.7691,0.2613,0.0277"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon251,"urn:cite:bnf:coislin345img.Coislin345_img52@0.1141,0.7899,0.2903,0.0333"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon252,"urn:cite:bnf:coislin345img.Coislin345_img52@0.4194,0.7885,0.2593,0.0312"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon253,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2422,0.111,0.2673,0.0326"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon254,"urn:cite:bnf:coislin345img.Coislin345_img53@0.5225,0.1172,0.3013,0.0333"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon255,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2392,0.1359,0.2573,0.0284"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon256,"urn:cite:bnf:coislin345img.Coislin345_img53@0.4995,0.1401,0.3233,0.0326"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon257,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2352,0.1567,0.6717,0.0513"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon258,"urn:cite:bnf:coislin345img.Coislin345_img53@0.4264,0.1803,0.2723,0.0354"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon259,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2282,0.1969,0.6406,0.0402"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon260,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2302,0.2205,0.4344,0.0298"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon261,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2503,0.2337,0.6557,0.0562"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon262,"urn:cite:bnf:coislin345img.Coislin345_img53@0.6847,0.2663,0.2262,0.0305"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon263,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2302,0.2698,0.6747,0.0576"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon264,"urn:cite:bnf:coislin345img.Coislin345_img53@0.6667,0.2968,0.2422,0.0319"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon265,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2292,0.3079,0.6717,0.0555"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon266,"urn:cite:bnf:coislin345img.Coislin345_img53@0.6997,0.3377,0.2122,0.0444"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon267,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2252,0.3474,0.4224,0.0354"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon268,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2192,0.3689,0.3293,0.0326"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon269,"urn:cite:bnf:coislin345img.Coislin345_img53@0.5666,0.3779,0.3504,0.0465"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon270,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2222,0.3877,0.4384,0.0347"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon271,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2242,0.4085,0.6867,0.0492"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon272,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2212,0.4279,0.3143,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon273,"urn:cite:bnf:coislin345img.Coislin345_img53@0.5325,0.4334,0.3804,0.0444"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon274,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2162,0.4459,0.2422,0.0264"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon275,"urn:cite:bnf:coislin345img.Coislin345_img53@0.4625,0.4515,0.2663,0.025"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon276,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2192,0.4626,0.6727,0.0444"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon277,"urn:cite:bnf:coislin345img.Coislin345_img53@0.4384,0.484,0.3323,0.027"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon278,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2162,0.4958,0.3403,0.0319"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon279,"urn:cite:bnf:coislin345img.Coislin345_img53@0.5676,0.5055,0.3363,0.0402"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon280,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2132,0.5201,0.5445,0.0354"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon281,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2002,0.5402,0.3243,0.0312"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon282,"urn:cite:bnf:coislin345img.Coislin345_img53@0.5475,0.5444,0.2432,0.0277"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon283,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2162,0.561,0.6737,0.0319"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon284,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2152,0.5804,0.2322,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon285,"urn:cite:bnf:coislin345img.Coislin345_img53@0.4605,0.5818,0.4464,0.0423"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon286,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2062,0.5978,0.1592,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon287,"urn:cite:bnf:coislin345img.Coislin345_img53@0.3844,0.5999,0.4204,0.0277"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon288,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2102,0.6179,0.3704,0.0312"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon289,"urn:cite:bnf:coislin345img.Coislin345_img53@0.5946,0.6248,0.3053,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon290,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2162,0.6401,0.4575,0.025"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon291,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2322,0.6442,0.6587,0.0416"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon292,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2082,0.6755,0.1922,0.027"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon293,"urn:cite:bnf:coislin345img.Coislin345_img53@0.4184,0.6775,0.4805,0.0305"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon294,"urn:cite:bnf:coislin345img.Coislin345_img53@0.2082,0.6942,0.6146,0.0319"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon295,"urn:cite:bnf:coislin345img.Coislin345_img53@0.1972,0.7157,0.3173,0.0284"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon296,"urn:cite:bnf:coislin345img.Coislin345_img53@0.5345,0.7205,0.3033,0.0284"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon297,"urn:cite:bnf:coislin345img.Coislin345_img53@0.1872,0.733,0.5095,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon298,"urn:cite:bnf:coislin345img.Coislin345_img53@0.1892,0.7538,0.3153,0.0264"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon299,"urn:cite:bnf:coislin345img.Coislin345_img53@0.1762,0.7545,0.7097,0.0465"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon300,"urn:cite:bnf:coislin345img.Coislin345_img53@0.5045,0.7788,0.2793,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon301,"urn:cite:bnf:coislin345img.Coislin345_img53@0.1872,0.794,0.2543,0.0388"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon302,"urn:cite:bnf:coislin345img.Coislin345_img53@0.4625,0.7968,0.2663,0.027"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon303,"urn:cite:bnf:coislin345img.Coislin345_img54@0.0821,0.1283,0.4905,0.0347"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon304,"urn:cite:bnf:coislin345img.Coislin345_img54@0.5606,0.1193,0.1712,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon305,"urn:cite:bnf:coislin345img.Coislin345_img54@0.0781,0.156,0.3043,0.034"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon306,"urn:cite:bnf:coislin345img.Coislin345_img54@0.1081,0.1442,0.6817,0.0589"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon307,"urn:cite:bnf:coislin345img.Coislin345_img54@0.3774,0.1734,0.3473,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon308,"urn:cite:bnf:coislin345img.Coislin345_img54@0.0781,0.2011,0.1602,0.025"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon309,"urn:cite:bnf:coislin345img.Coislin345_img54@0.2422,0.1935,0.5205,0.0277"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon310,"urn:cite:bnf:coislin345img.Coislin345_img54@0.0811,0.224,0.1882,0.0215"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon311,"urn:cite:bnf:coislin345img.Coislin345_img54@0.2723,0.2108,0.4885,0.0264"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon312,"urn:cite:bnf:coislin345img.Coislin345_img54@0.0781,0.2399,0.2232,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon313,"urn:cite:bnf:coislin345img.Coislin345_img54@0.2973,0.2295,0.3904,0.0264"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon314,"urn:cite:bnf:coislin345img.Coislin345_img54@0.0801,0.2483,0.6917,0.0548"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon315,"urn:cite:bnf:coislin345img.Coislin345_img54@0.0851,0.2878,0.5796,0.034"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon316,"urn:cite:bnf:coislin345img.Coislin345_img54@0.0781,0.3162,0.2272,0.0284"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon317,"urn:cite:bnf:coislin345img.Coislin345_img54@0.3083,0.31,0.2002,0.0236"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon318,"urn:cite:bnf:coislin345img.Coislin345_img54@0.5245,0.3031,0.2482,0.0277"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon319,"urn:cite:bnf:coislin345img.Coislin345_img54@0.0821,0.3225,0.6987,0.0534"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon320,"urn:cite:bnf:coislin345img.Coislin345_img54@0.1261,0.3419,0.6697,0.052"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon321,"urn:cite:bnf:coislin345img.Coislin345_img54@0.5225,0.3606,0.2743,0.0284"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon322,"urn:cite:bnf:coislin345img.Coislin345_img54@0.0861,0.3835,0.5125,0.0319"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon323,"urn:cite:bnf:coislin345img.Coislin345_img54@0.0821,0.4057,0.5275,0.0291"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon324,"urn:cite:bnf:coislin345img.Coislin345_img54@0.6096,0.396,0.1812,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon325,"urn:cite:bnf:coislin345img.Coislin345_img54@0.0881,0.4293,0.3453,0.0257"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon326,"urn:cite:bnf:coislin345img.Coislin345_img54@0.4515,0.4237,0.2733,0.0243"
urn:cts:greekLit:tlg1168.tlg001.hmt:epsilon327,"urn:cite:bnf:coislin345img.Coislin345_img54@0.0981,0.4424,0.6296,0.0347"
